time,tavg,tmin,tmax,prcp,date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex.1,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
2011-04-07,22.8,20.2,28.8,0.0,2011-04-07,35,18,0.0,11.6,7,1,25,08:30 AM,09:39 PM,06:12 AM,06:31 PM,14,22,24,22,19,7,60,0.0,1011,21,10,123,11
2011-05-07,23.0,20.1,28.8,5.1,2011-05-07,35,20,0.0,12.8,7,1,28,09:02 AM,10:12 PM,05:57 AM,06:36 PM,20,25,25,23,19,4,86,0.0,1008,22,10,265,12
2011-06-07,21.9,,28.2,0.0,2011-06-07,30,20,0.0,12.9,7,1,40,10:40 AM,11:21 PM,05:53 AM,06:44 PM,19,20,20,20,22,54,91,0.0,1009,20,10,241,15
2011-07-07,22.9,18.9,27.4,9.9,2011-07-07,28,19,0.0,12.9,5,1,42,11:22 AM,11:33 PM,05:59 AM,06:50 PM,18,20,20,20,23,70,91,0.0,1006,20,10,248,17
2011-08-07,24.1,19.9,29.9,0.0,2011-08-07,30,20,0.0,11.6,6,1,53,01:10 PM,No moonset,06:06 AM,06:45 PM,19,21,21,21,26,43,89,0.0,1007,21,10,256,18
2011-09-07,24.6,20.4,30.0,0.0,2011-09-07,29,19,0.0,11.6,5,1,66,02:48 PM,01:39 AM,06:09 AM,06:27 PM,19,20,20,20,24,79,94,0.0,1010,19,10,251,16
2011-10-07,24.0,20.1,30.0,1.0,2011-10-07,29,19,0.0,11.6,6,1,67,02:58 PM,02:13 AM,06:09 AM,06:06 PM,18,21,24,21,5,45,79,0.0,1012,21,10,348,3
2011-11-07,23.7,20.4,28.7,6.1,2011-11-07,27,16,0.0,8.7,5,1,80,03:28 PM,03:18 AM,06:15 AM,05:52 PM,18,18,18,18,12,100,98,0.0,1013,18,0,95,6
2011-12-07,23.4,20.7,28.5,0.0,2011-12-07,26,15,0.0,8.7,4,1,81,03:25 PM,03:34 AM,06:29 AM,05:53 PM,16,16,16,16,19,100,98,0.0,1013,16,0,89,10
2011-01-08,23.4,19.8,28.5,1.0,2011-01-08,29,15,0.0,11.6,5,1,21,09:21 AM,09:29 PM,06:44 AM,06:08 PM,17,17,17,17,12,100,97,0.0,1011,17,0,56,6
2011-02-08,22.1,20.6,28.5,0.0,2011-02-08,31,13,0.0,11.6,6,1,33,09:45 AM,10:26 PM,06:44 AM,06:23 PM,15,18,18,18,13,0,82,0.0,1011,16,10,83,8
2011-03-08,21.8,19.8,27.3,4.1,2011-03-08,35,17,0.0,11.6,7,1,21,08:22 AM,09:11 PM,06:32 AM,06:29 PM,12,21,24,21,15,0,56,0.0,1014,18,10,106,8
2011-04-08,22.8,19.2,28.4,7.1,2011-04-08,35,18,0.0,11.6,7,1,33,09:19 AM,10:31 PM,06:12 AM,06:32 PM,13,22,25,22,14,3,58,0.0,1013,20,10,136,8
2011-05-08,22.4,20.5,29.2,0.3,2011-05-08,35,20,0.0,12.8,7,1,35,09:57 AM,11:03 PM,05:57 AM,06:36 PM,20,23,25,23,15,2,83,0.0,1007,22,10,254,12
2011-06-08,22.3,20.0,29.2,23.9,2011-06-08,29,20,0.0,12.9,7,1,48,11:35 AM,No moonset,05:53 AM,06:45 PM,19,25,25,24,18,51,74,0.0,1007,24,6,245,14
2011-07-08,22.1,20.3,27.3,20.1,2011-07-08,30,20,0.0,12.9,6,1,49,12:18 PM,No moonset,05:59 AM,06:50 PM,19,20,20,20,21,38,89,0.0,1010,20,10,251,14
2011-08-08,22.8,20.5,27.9,4.1,2011-08-08,29,19,0.0,11.6,6,1,60,02:09 PM,12:53 AM,06:06 AM,06:44 PM,17,20,20,20,26,38,88,0.0,1006,20,10,247,18
2011-09-08,23.5,20.2,28.2,21.1,2011-09-08,30,19,0.0,11.6,5,1,73,03:35 PM,02:33 AM,06:09 AM,06:26 PM,19,19,19,19,20,87,97,0.0,1010,19,10,251,14
2011-10-08,23.6,20.6,28.8,0.0,2011-10-08,29,19,0.0,11.6,6,1,74,03:37 PM,03:02 AM,06:09 AM,06:05 PM,18,20,20,20,15,29,89,0.0,1012,20,10,279,8
2011-11-08,23.7,20.3,28.9,0.0,2011-11-08,27,15,0.0,8.7,5,1,88,04:06 PM,04:04 AM,06:15 AM,05:51 PM,16,19,19,19,11,0,85,0.0,1014,15,10,73,7
2011-12-08,22.7,20.0,28.9,20.1,2011-12-08,26,14,0.0,8.7,4,1,88,04:09 PM,04:23 AM,06:29 AM,05:53 PM,14,14,15,14,20,19,94,0.0,1013,14,2,77,10
2011-01-09,22.1,20.3,27.1,0.0,2011-01-09,29,15,0.0,11.6,6,1,29,09:57 AM,10:14 PM,06:44 AM,06:09 PM,16,17,17,17,20,11,93,0.0,1010,16,10,44,10
2011-02-09,22.6,20.1,27.6,5.1,2011-02-09,31,13,0.0,11.6,6,1,41,10:23 AM,11:15 PM,06:44 AM,06:23 PM,12,17,17,17,20,0,73,0.0,1010,15,10,100,11
2011-03-09,22.6,19.8,27.6,5.1,2011-03-09,37,18,0.0,11.6,7,1,28,09:03 AM,10:00 PM,06:31 AM,06:29 PM,7,21,21,21,14,5,42,0.0,1012,19,10,145,7
2011-04-09,23.7,20.3,28.6,0.0,2011-04-09,36,19,0.0,11.6,7,1,40,10:11 AM,11:24 PM,06:11 AM,06:32 PM,14,23,25,23,12,2,57,0.0,1012,21,10,133,7
2011-05-09,23.3,20.3,28.6,,2011-05-09,36,20,0.0,12.8,7,1,42,10:53 AM,11:51 PM,05:56 AM,06:36 PM,20,22,24,22,16,27,89,0.0,1008,21,10,248,11
2011-06-09,23.3,20.0,28.3,0.0,2011-06-09,30,19,0.0,12.9,5,1,55,12:30 PM,12:04 AM,05:53 AM,06:45 PM,18,24,24,24,19,46,75,0.1,1006,24,5,244,15
2011-07-09,23.4,20.3,28.2,,2011-07-09,31,20,0.0,12.9,7,1,56,01:16 PM,12:19 AM,05:59 AM,06:50 PM,19,21,21,21,18,25,86,0.0,1011,21,10,257,13
2011-08-09,23.1,19.8,27.8,0.0,2011-08-09,30,20,0.0,10.2,6,1,67,03:06 PM,01:49 AM,06:06 AM,06:44 PM,19,21,23,21,16,53,88,0.0,1008,21,10,249,12
2011-09-09,23.4,20.4,28.5,7.1,2011-09-09,28,20,0.0,10.2,5,1,81,04:17 PM,03:26 AM,06:09 AM,06:25 PM,19,20,20,20,21,77,92,0.0,1009,20,10,250,15
2011-10-09,23.6,20.4,29.2,3.0,2011-10-09,27,19,0.0,11.6,5,1,81,04:14 PM,03:49 AM,06:09 AM,06:05 PM,20,21,21,21,14,42,95,0.2,1012,20,9,323,8
2011-11-09,23.5,20.3,29.5,2.0,2011-11-09,27,13,0.0,8.7,5,1,95,04:46 PM,04:51 AM,06:16 AM,05:51 PM,12,16,16,16,11,4,78,0.0,1014,14,10,96,5
2011-12-09,22.8,20.2,29.5,5.1,2011-12-09,26,17,0.0,7.2,5,1,95,04:56 PM,05:14 AM,06:30 AM,05:53 PM,17,17,17,17,18,100,98,0.0,1013,17,0,58,10
2011-01-10,22.5,19.7,30.0,38.1,2011-01-10,28,15,0.0,11.6,6,1,36,10:33 AM,11:00 PM,06:44 AM,06:09 PM,12,18,18,18,19,0,68,0.0,1011,16,10,35,10
2011-02-10,22.7,20.1,29.2,24.9,2011-02-10,31,13,0.0,11.6,6,1,48,11:04 AM,No moonset,06:44 AM,06:24 PM,11,17,17,17,23,0,68,0.0,1010,15,10,107,11
2011-03-10,22.9,20.2,29.2,2.0,2011-03-10,36,19,0.0,11.6,7,1,36,09:46 AM,10:50 PM,06:30 AM,06:29 PM,6,22,24,22,18,6,37,0.0,1012,20,10,126,9
2011-04-10,23.2,19.9,29.4,3.0,2011-04-10,35,20,0.0,11.6,7,1,48,11:06 AM,No moonset,06:10 AM,06:32 PM,18,23,25,23,10,11,75,0.0,1013,22,10,125,6
2011-05-10,24.4,17.1,31.0,0.0,2011-05-10,34,21,0.0,12.8,7,1,50,11:49 AM,No moonset,05:56 AM,06:36 PM,19,22,24,22,23,35,84,0.0,1008,22,10,253,16
2011-06-10,24.8,20.1,31.0,,2011-06-10,30,20,0.0,12.9,6,1,63,01:26 PM,12:49 AM,05:53 AM,06:45 PM,19,21,22,21,17,38,87,0.0,1008,21,10,238,12
2011-07-10,23.8,19.9,30.4,,2011-07-10,31,20,0.0,12.5,7,1,64,02:15 PM,01:09 AM,06:00 AM,06:50 PM,19,22,24,22,18,8,85,0.0,1010,21,10,276,13
2011-08-10,23.8,20.9,30.1,,2011-08-10,29,21,0.0,11.6,5,1,74,04:00 PM,02:46 AM,06:07 AM,06:43 PM,20,21,23,21,18,51,91,0.8,1009,21,5,254,11
2011-09-10,23.0,,31.0,,2011-09-10,30,19,0.0,11.6,5,1,88,04:58 PM,04:16 AM,06:09 AM,06:25 PM,19,20,20,20,19,79,97,0.0,1009,19,10,252,13
2011-10-10,21.7,,31.0,,2011-10-10,29,19,0.0,11.6,6,1,89,04:51 PM,04:34 AM,06:09 AM,06:04 PM,20,21,24,21,9,30,91,0.0,1011,20,10,307,5
2011-11-10,23.1,19.9,28.2,,2011-11-10,26,13,0.0,8.7,5,1,100,05:28 PM,05:39 AM,06:16 AM,05:51 PM,13,15,15,15,9,23,88,0.0,1013,14,10,97,4
2011-12-10,23.6,20.6,28.7,2.0,2011-12-10,27,18,0.0,7.2,5,1,100,05:46 PM,06:05 AM,06:30 AM,05:54 PM,19,19,19,19,13,100,98,0.0,1013,19,0,88,8
2011-01-11,21.5,19.9,27.4,,2011-01-11,28,14,0.0,11.6,5,1,43,11:09 AM,11:46 PM,06:45 AM,06:10 PM,9,17,17,17,22,0,60,0.0,1012,15,10,32,10
2011-02-11,21.8,19.3,27.4,,2011-02-11,30,13,0.0,11.6,6,1,56,11:49 AM,12:05 AM,06:44 AM,06:24 PM,7,16,16,16,25,0,57,0.0,1014,15,10,95,12
2011-03-11,22.0,19.6,27.0,,2011-03-11,34,17,0.0,11.6,7,1,43,10:32 AM,11:43 PM,06:30 AM,06:30 PM,10,22,24,22,15,2,46,0.0,1011,20,10,139,8
2011-04-11,22.1,20.4,27.2,1.0,2011-04-11,36,19,0.0,11.6,7,1,56,12:02 PM,12:15 AM,06:10 AM,06:32 PM,19,23,25,23,10,10,78,0.0,1012,22,10,124,6
2011-05-11,21.9,20.1,27.2,11.9,2011-05-11,36,22,0.0,12.8,6,1,57,12:44 PM,12:37 AM,05:56 AM,06:37 PM,18,26,26,24,19,29,67,0.1,1008,24,9,261,13
2011-06-11,23.3,20.0,28.2,7.9,2011-06-11,28,20,0.0,12.9,7,1,70,02:23 PM,01:34 AM,05:53 AM,06:45 PM,19,21,23,21,17,43,88,0.0,1007,21,10,244,12
2011-07-11,22.6,17.7,29.0,0.0,2011-07-11,30,20,0.0,11.8,6,1,71,03:15 PM,02:02 AM,06:00 AM,06:50 PM,18,21,21,21,24,29,85,0.0,1009,21,10,260,18
2011-08-11,21.4,16.2,29.0,,2011-08-11,30,21,0.0,10.2,6,1,82,04:50 PM,03:43 AM,06:07 AM,06:43 PM,20,22,24,22,17,62,92,0.0,1009,21,10,276,12
2011-09-11,21.3,15.2,28.3,,2011-09-11,29,19,0.0,10.2,5,1,96,05:36 PM,05:04 AM,06:09 AM,06:24 PM,19,19,19,19,22,73,97,0.0,1008,19,10,261,14
2011-10-11,21.2,16.2,28.0,,2011-10-11,30,18,0.0,11.6,5,1,96,05:28 PM,05:21 AM,06:09 AM,06:03 PM,18,20,20,20,10,66,89,0.0,1011,20,10,313,5
2011-11-11,22.4,17.7,28.8,,2011-11-11,27,14,0.0,8.7,5,1,89,06:13 PM,06:28 AM,06:16 AM,05:51 PM,14,16,16,16,14,12,86,0.0,1014,15,10,63,7
2011-12-11,22.6,17.2,29.5,,2011-12-11,26,18,0.0,8.7,5,1,100,06:38 PM,06:56 AM,06:31 AM,05:54 PM,19,20,20,20,13,100,97,0.0,1013,19,0,84,9
2011-01-12,22.7,19.8,28.2,,2011-01-12,28,12,0.0,11.6,5,1,51,11:47 AM,No moonset,06:45 AM,06:10 PM,4,17,17,17,15,0,43,0.0,1012,13,10,46,7
2011-02-12,23.1,18.8,29.2,,2011-02-12,30,13,0.0,11.6,6,1,64,12:38 PM,12:57 AM,06:43 AM,06:24 PM,13,17,17,17,16,0,76,0.0,1014,15,10,98,9
2011-03-12,22.7,18.3,29.2,,2011-03-12,34,17,0.0,11.6,7,1,50,11:23 AM,No moonset,06:29 AM,06:30 PM,14,20,20,20,18,6,68,0.0,1010,19,10,117,10
2011-04-12,22.3,16.9,28.8,,2011-04-12,36,20,0.0,11.6,7,1,63,12:59 PM,01:06 AM,06:09 AM,06:32 PM,18,23,25,23,10,5,73,0.0,1012,21,10,136,6
2011-05-12,22.1,17.8,28.6,,2011-05-12,33,23,0.0,12.8,7,1,64,01:40 PM,01:22 AM,05:55 AM,06:37 PM,18,26,26,25,17,18,67,0.0,1008,25,10,246,13
2011-06-12,21.8,16.6,28.6,,2011-06-12,31,20,0.0,12.9,6,1,78,03:23 PM,02:22 AM,05:53 AM,06:46 PM,19,24,24,24,22,51,75,0.2,1006,24,5,254,16
2011-07-12,21.1,14.9,28.2,,2011-07-12,29,20,0.0,12.5,6,1,78,04:15 PM,02:57 AM,06:00 AM,06:50 PM,19,21,21,21,23,43,87,0.0,1006,21,10,261,16
2011-08-12,20.6,15.2,26.8,,2011-08-12,26,20,0.0,8.9,5,1,89,05:37 PM,04:38 AM,06:07 AM,06:42 PM,20,21,22,21,22,67,92,2.2,1008,21,8,265,14
2011-09-12,22.2,17.0,27.8,,2011-09-12,30,19,0.0,10.2,5,1,100,06:13 PM,05:51 AM,06:09 AM,06:23 PM,19,20,20,20,19,74,96,0.0,1008,20,2,258,12
2011-10-12,23.6,19.8,29.8,0.0,2011-10-12,27,19,0.0,8.8,5,1,100,06:06 PM,06:07 AM,06:09 AM,06:03 PM,19,21,21,21,7,76,92,0.4,1011,20,10,318,4
2011-11-12,22.7,17.9,29.2,,2011-11-12,27,15,0.0,8.7,6,1,82,07:01 PM,07:19 AM,06:17 AM,05:51 PM,16,17,17,17,12,41,93,0.0,1012,16,10,104,6
2011-12-12,22.4,18.0,28.6,,2011-12-12,27,16,0.0,8.7,5,1,83,07:32 PM,07:47 AM,06:32 AM,05:55 PM,17,18,18,18,17,50,97,0.0,1014,17,2,96,9
2012-01-01,22.1,16.7,28.5,0.0,2012-01-01,27,16,0.0,11.6,5,1,48,12:02 PM,No moonset,06:41 AM,06:04 PM,16,16,16,16,24,83,98,0.0,1014,16,10,110,13
2012-02-01,22.3,18.3,29.2,,2012-02-01,27,14,0.0,11.6,6,1,61,12:42 PM,12:56 AM,06:46 AM,06:20 PM,15,16,16,16,20,17,90,0.0,1016,16,10,93,12
2012-03-01,23.1,18.0,30.6,,2012-03-01,35,20,0.0,11.6,7,1,55,12:09 PM,12:27 AM,06:35 AM,06:28 PM,6,23,24,23,19,7,32,0.0,1008,22,10,116,9
2012-04-01,23.7,18.8,30.6,,2012-04-01,32,21,0.0,11.6,7,1,68,01:28 PM,01:36 AM,06:16 AM,06:31 PM,18,25,25,23,23,0,71,0.0,1011,23,10,113,14
2012-05-01,23.3,18.6,30.1,,2012-05-01,32,23,0.0,12.8,7,1,69,01:58 PM,01:44 AM,05:59 AM,06:35 PM,21,25,25,23,15,24,87,0.0,1007,23,10,248,11
2012-06-01,22.7,17.0,30.6,,2012-06-01,35,21,0.0,12.9,6,1,83,03:34 PM,02:39 AM,05:52 AM,06:43 PM,19,25,25,22,25,15,83,0.2,1006,22,9,246,18
2012-07-01,22.1,16.9,30.6,,2012-07-01,28,20,0.0,11.9,6,1,83,04:26 PM,03:12 AM,05:57 AM,06:50 PM,18,20,20,20,27,44,86,0.0,1005,20,10,252,19
2012-08-01,22.6,16.0,30.2,,2012-08-01,31,19,0.0,11.6,6,1,94,06:04 PM,05:03 AM,06:05 AM,06:46 PM,17,20,20,20,23,35,85,0.0,1010,20,10,253,17
2012-09-01,22.9,17.2,30.4,,2012-09-01,26,19,0.0,8.9,5,1,100,06:56 PM,06:31 AM,06:08 AM,06:30 PM,18,19,19,19,25,96,95,0.0,1007,19,10,242,17
2012-10-01,23.2,18.8,30.4,,2012-10-01,23,20,0.0,7.4,5,1,100,06:54 PM,06:52 AM,06:09 AM,06:09 PM,21,21,24,21,14,100,97,0.9,1009,21,9,252,10
2012-11-01,23.1,18.9,30.4,,2012-11-01,19,18,0.0,4.3,4,1,77,07:48 PM,08:03 AM,06:13 AM,05:53 PM,19,19,19,19,2,100,98,6.1,1001,19,5,172,1
2012-12-01,22.4,17.9,29.8,0.3,2012-12-01,28,14,0.0,8.7,6,1,78,08:10 PM,08:24 AM,06:26 AM,05:51 PM,12,17,17,17,17,4,72,0.0,1013,16,10,73,8
2012-01-02,20.8,14.6,28.2,,2012-01-02,28,16,0.0,11.6,5,1,55,12:40 PM,12:40 AM,06:42 AM,06:05 PM,16,17,17,17,20,34,95,0.0,1013,17,2,122,10
2012-02-02,21.1,14.0,28.4,,2012-02-02,27,14,0.0,11.6,6,1,68,01:29 PM,01:47 AM,06:46 AM,06:21 PM,12,16,16,16,20,0,78,0.0,1016,15,10,70,12
2012-03-02,21.1,15.6,28.4,,2012-03-02,33,22,0.0,11.6,7,1,62,01:00 PM,01:18 AM,06:35 AM,06:29 PM,13,25,25,24,15,8,50,0.0,1009,23,10,146,8
2012-04-02,21.9,16.0,29.4,,2012-04-02,34,21,0.0,11.6,7,1,75,02:22 PM,02:22 AM,06:15 AM,06:31 PM,19,24,25,24,11,2,78,0.0,1012,22,10,135,9
2012-05-02,22.7,16.0,30.6,,2012-05-02,33,22,0.0,12.8,7,1,76,02:53 PM,02:28 AM,05:59 AM,06:35 PM,20,25,25,23,17,13,84,0.0,1008,22,10,249,12
2012-06-02,23.1,16.0,30.6,,2012-06-02,36,22,0.0,12.9,7,1,90,04:36 PM,03:32 AM,05:52 AM,06:43 PM,19,25,25,23,24,41,82,0.0,1007,23,10,256,17
2012-07-02,23.5,18.0,30.7,,2012-07-02,26,19,0.0,12.9,5,1,90,05:29 PM,04:12 AM,05:58 AM,06:50 PM,18,20,20,20,29,68,91,0.0,1005,20,10,246,21
2012-08-02,24.4,17.7,32.4,,2012-08-02,29,19,0.0,11.6,6,1,100,06:53 PM,06:01 AM,06:05 AM,06:46 PM,17,20,20,20,25,20,82,0.0,1011,20,10,263,18
2012-09-02,24.4,18.8,32.4,,2012-09-02,28,19,0.0,11.6,5,1,84,07:37 PM,07:22 AM,06:09 AM,06:30 PM,19,19,19,19,26,90,96,0.0,1008,19,10,248,17
2012-10-02,24.3,18.7,32.2,,2012-10-02,29,19,0.0,11.6,5,1,85,07:37 PM,07:42 AM,06:09 AM,06:09 PM,19,19,19,19,19,100,97,0.0,1009,19,0,247,12
2012-11-02,23.2,18.5,31.4,,2012-11-02,24,18,0.0,5.7,5,1,70,08:36 PM,08:52 AM,06:14 AM,05:53 PM,19,19,19,19,25,100,99,0.7,1007,19,9,198,17
2012-12-02,23.8,18.8,30.2,,2012-12-02,28,14,0.0,8.7,5,1,71,09:00 PM,09:10 AM,06:27 AM,05:52 PM,14,16,16,16,21,10,91,0.0,1014,15,10,85,10
2012-01-03,27.0,20.2,35.6,,2012-01-03,29,17,0.0,11.6,5,1,62,01:21 PM,01:27 AM,06:42 AM,06:05 PM,18,18,18,18,14,100,97,0.0,1014,18,0,115,8
2012-02-03,26.9,17.5,35.6,,2012-02-03,28,15,0.0,11.6,6,1,76,02:19 PM,02:37 AM,06:46 AM,06:21 PM,14,14,15,14,24,54,96,0.0,1016,15,10,88,14
2012-03-03,26.7,19.8,34.9,,2012-03-03,34,19,0.0,11.6,7,1,69,01:53 PM,02:08 AM,06:34 AM,06:29 PM,9,24,25,24,12,0,39,0.0,1008,21,10,286,8
2012-04-03,27.1,18.6,35.1,,2012-04-03,34,20,0.0,11.6,7,1,83,03:17 PM,03:08 AM,06:14 AM,06:31 PM,17,26,26,24,14,0,65,0.0,1014,22,10,114,11
2012-05-03,26.9,21.5,35.1,,2012-05-03,34,22,0.0,12.8,6,1,83,03:51 PM,03:14 AM,05:58 AM,06:35 PM,21,25,25,23,17,16,88,0.2,1008,23,9,255,12
2012-06-03,26.5,21.1,34.3,,2012-06-03,35,22,0.0,12.9,7,1,98,05:41 PM,04:28 AM,05:53 AM,06:43 PM,20,25,25,23,26,19,85,0.0,1006,23,10,255,19
2012-07-03,27.1,21.3,34.3,,2012-07-03,28,19,0.0,12.9,6,1,97,06:29 PM,05:16 AM,05:58 AM,06:50 PM,17,20,20,20,29,38,85,0.0,1005,19,10,247,21
2012-08-03,26.4,21.2,33.7,,2012-08-03,29,20,0.0,11.6,6,1,100,07:38 PM,06:57 AM,06:06 AM,06:46 PM,17,20,20,20,24,47,83,0.0,1009,20,10,268,18
2012-09-03,25.7,19.0,33.5,,2012-09-03,26,20,0.0,8.9,5,1,77,08:17 PM,08:10 AM,06:09 AM,06:29 PM,20,21,21,21,28,75,93,0.0,1007,21,10,252,19
2012-10-03,26.7,20.6,33.5,,2012-10-03,29,17,0.0,11.6,5,1,78,08:20 PM,08:30 AM,06:09 AM,06:08 PM,18,18,18,18,21,66,97,0.0,1011,18,10,245,13
2012-11-03,25.9,19.6,33.5,,2012-11-03,27,18,0.0,5.7,5,1,62,09:25 PM,09:40 AM,06:14 AM,05:53 PM,18,18,18,18,19,100,99,0.0,1010,18,0,236,12
2012-12-03,26.1,19.6,33.4,,2012-12-03,25,16,0.0,8.7,5,1,64,09:50 PM,09:53 AM,06:27 AM,05:52 PM,13,17,17,17,23,26,82,0.0,1013,16,10,53,12
2012-01-04,26.7,21.2,35.0,0.0,2012-01-04,29,18,0.0,11.6,5,1,70,02:03 PM,02:15 AM,06:43 AM,06:06 PM,18,19,19,19,19,59,96,0.0,1014,19,2,101,12
2012-02-04,27.0,21.0,33.9,,2012-02-04,29,14,0.0,11.6,6,1,83,03:11 PM,03:29 AM,06:45 AM,06:21 PM,15,16,16,16,21,21,91,0.0,1016,16,10,92,12
2012-03-04,27.1,21.9,34.6,,2012-03-04,34,16,0.0,11.6,7,1,77,02:46 PM,02:57 AM,06:34 AM,06:29 PM,3,23,23,23,10,0,28,0.0,1009,19,10,334,6
2012-04-04,28.0,21.6,36.0,,2012-04-04,35,20,0.0,11.6,7,1,91,04:13 PM,03:53 AM,06:14 AM,06:31 PM,13,27,27,26,6,0,45,0.0,1014,22,10,132,5
2012-05-04,28.9,21.9,36.0,,2012-05-04,33,21,0.0,12.8,7,1,91,04:50 PM,04:02 AM,05:58 AM,06:35 PM,21,25,25,23,21,48,92,0.0,1007,22,10,250,15
2012-06-04,27.4,22.9,35.4,,2012-06-04,35,22,0.0,12.9,7,1,100,06:45 PM,05:29 AM,05:53 AM,06:44 PM,19,25,25,23,24,9,79,0.0,1007,23,10,253,18
2012-07-04,28.5,22.8,35.2,,2012-07-04,31,19,0.0,12.9,6,1,100,07:25 PM,06:18 AM,05:58 AM,06:50 PM,18,20,20,20,27,51,87,0.0,1005,20,10,251,19
2012-08-04,28.6,23.2,34.8,,2012-08-04,29,20,0.0,10.2,6,1,85,08:20 PM,07:50 AM,06:06 AM,06:45 PM,18,20,20,20,27,54,85,0.0,1008,20,10,261,20
2012-09-04,28.6,23.4,35.2,,2012-09-04,28,19,0.0,10.2,5,1,69,08:58 PM,08:59 AM,06:09 AM,06:28 PM,19,20,20,20,26,88,95,0.0,1006,20,10,245,17
2012-10-04,28.5,22.7,35.4,,2012-10-04,30,16,0.0,11.6,6,1,70,09:05 PM,09:20 AM,06:09 AM,06:07 PM,16,17,17,17,19,23,93,0.0,1011,16,10,260,10
2012-11-04,28.9,23.3,35.4,,2012-11-04,27,18,0.0,8.7,5,1,55,10:14 PM,10:26 AM,06:14 AM,05:52 PM,19,19,19,19,16,71,96,0.0,1011,19,2,258,10
2012-12-04,28.7,22.9,35.8,,2012-12-04,24,18,0.0,5.7,5,1,56,10:39 PM,10:35 AM,06:28 AM,05:52 PM,18,19,19,19,14,86,94,0.0,1012,18,2,54,10
2012-01-05,26.1,21.9,33.4,0.0,2012-01-05,29,18,0.0,11.6,5,1,77,02:49 PM,03:05 AM,06:43 AM,06:06 PM,19,19,19,19,18,100,98,0.0,1015,19,0,105,11
2012-02-05,26.6,20.4,33.4,10.9,2012-02-05,30,15,0.0,11.6,6,1,91,04:06 PM,04:19 AM,06:45 AM,06:22 PM,15,17,17,17,20,12,89,0.0,1014,16,10,103,11
2012-03-05,28.1,23.2,34.2,0.0,2012-03-05,33,19,0.0,11.6,7,1,84,03:42 PM,03:46 AM,06:33 AM,06:29 PM,9,22,24,22,24,0,45,0.0,1010,20,10,86,13
2012-04-05,28.1,23.2,34.8,,2012-04-05,35,22,0.0,11.6,7,1,98,05:10 PM,04:39 AM,06:13 AM,06:31 PM,11,25,25,25,12,4,42,0.0,1012,24,10,222,8
2012-05-05,27.4,21.8,34.8,,2012-05-05,34,21,0.0,12.8,7,1,98,05:53 PM,04:53 AM,05:57 AM,06:35 PM,19,25,25,23,21,6,82,0.0,1007,22,10,253,14
2012-06-05,27.4,21.4,34.2,,2012-06-05,32,21,0.0,12.9,7,1,87,07:48 PM,06:32 AM,05:53 AM,06:44 PM,19,25,25,22,28,12,80,0.0,1007,22,10,250,22
2012-07-05,28.3,21.9,34.8,,2012-07-05,31,20,0.0,12.9,7,1,88,08:15 PM,07:19 AM,05:58 AM,06:50 PM,18,21,21,21,23,18,84,0.0,1005,21,10,249,16
2012-08-05,26.2,21.9,34.8,,2012-08-05,29,19,0.0,10.2,5,1,77,09:01 PM,08:41 AM,06:06 AM,06:45 PM,18,20,20,20,26,68,90,0.0,1008,20,10,253,18
2012-09-05,25.9,20.6,34.5,,2012-09-05,29,19,0.0,11.6,6,1,62,09:41 PM,09:49 AM,06:09 AM,06:27 PM,18,23,23,22,27,73,81,0.0,1007,22,10,253,19
2012-10-05,24.9,21.3,33.0,3.0,2012-10-05,30,18,0.0,11.6,5,1,63,09:53 PM,10:09 AM,06:09 AM,06:07 PM,18,18,18,18,16,100,98,0.0,1011,18,0,267,9
2012-11-05,25.4,21.1,31.7,0.0,2012-11-05,28,19,0.0,8.7,5,1,47,11:04 PM,11:12 AM,06:14 AM,05:52 PM,19,20,20,20,8,32,94,0.3,1010,19,9,130,4
2012-12-05,24.1,19.0,31.6,0.3,2012-12-05,27,19,0.0,7.2,5,1,49,11:29 PM,11:17 AM,06:28 AM,05:52 PM,18,19,19,19,13,82,93,0.1,1012,19,2,70,9
2012-01-06,27.1,21.3,33.1,,2012-01-06,29,17,0.0,11.6,6,1,84,03:38 PM,03:56 AM,06:43 AM,06:07 PM,17,18,18,18,18,55,93,0.0,1016,18,5,110,10
2012-02-06,27.9,22.7,34.1,,2012-02-06,30,16,0.0,11.6,6,1,99,05:01 PM,05:09 AM,06:45 AM,06:22 PM,16,18,18,18,19,7,86,0.0,1014,18,10,107,12
2012-03-06,27.5,22.5,34.1,,2012-03-06,34,19,0.0,11.6,7,1,91,04:37 PM,04:32 AM,06:32 AM,06:29 PM,16,22,24,22,16,7,72,0.0,1010,21,10,123,10
2012-04-06,26.8,21.9,33.7,,2012-04-06,34,22,0.0,10.2,7,1,100,06:10 PM,05:27 AM,06:12 AM,06:31 PM,12,26,26,25,15,6,43,0.0,1010,24,10,158,9
2012-05-06,25.4,21.4,33.7,,2012-05-06,34,21,0.0,12.8,7,1,100,06:58 PM,05:49 AM,05:57 AM,06:36 PM,17,25,25,23,19,13,72,0.0,1009,22,10,255,13
